OfferID,ZoneID,TPNB
A30840007,5,065107858
A30840007,6,065107858
A30840007,7,065107858
A30840007,9,065107858
A30840008,5,065107985
A30840008,6,065107985
A30840008,7,065107985
A30840008,9,065107985
A30840009,5,065107991
A30840009,6,065107991
A30840009,7,065107991
A30840009,9,065107991
A30840010,5,054473138
A30840010,6,054473138
A30840010,7,054473138
A30840010,9,054473138
A30840011,5,054473288
A30840011,6,054473288
A30840011,7,054473288
A30840011,9,054473288
A30840012,5,054475806
A30840012,6,054475806
A30840012,7,054475806
A30840012,9,054475806
A30840013,5,072425822
A30840013,6,072425822
A30840013,7,072425822
A30840013,9,072425822
A30840014,5,072425874
A30840014,6,072425874
A30840014,7,072425874
A30840014,9,072425874
A30840015,5,072425943
A30840015,6,072425943
A30840015,7,072425943
A30840015,9,072425943
A30840016,5,070631494
A30840016,6,070631494
A30840016,7,070631494
A30840016,9,070631494
A30840017,5,072426625
A30840017,6,072426625
A30840017,7,072426625
A30840017,9,072426625
A30840018,5,073374528
A30840018,6,073374528
A30840018,7,073374528
A30840018,9,073374528
A30840019,5,073705547
A30840019,6,073705547
A30840019,7,073705547
A30840019,9,073705547
A30840020,5,071693879
A30840020,6,071693879
A30840020,7,071693879
A30840020,9,071693879
A30840021,9,071693948
A30840021,5,071693948
A30840021,6,071693948
A30840021,7,071693948
A30840022,9,071694008
A30840022,5,071694008
A30840022,6,071694008
A30840022,7,071694008
A30840023,9,071694072
A30840023,5,071694072
A30840023,6,071694072
A30840023,7,071694072
A30840024,7,071181517
A30840024,9,071181517
A30840024,5,071181517
A30840024,6,071181517
A30840025,7,071181534
A30840025,9,071181534
A30840025,5,071181534
A30840025,6,071181534
A30840026,7,070815525
A30840026,9,070815525
A30840026,5,070815525
A30840026,6,070815525
A30840027,7,070815560
A30840027,9,070815560
A30840027,5,070815560
A30840027,6,070815560
A30839367,6,074693932
A30839367,5,074693932
A30839367,7,074693932
A30839367,9,074693932
A30839706,9,052985782
A30839706,9,052617891
A30839706,6,056850215
A30839706,6,052617919
A30839706,5,052617891
A30839706,9,056850215
A30839706,9,052617919
A30839706,5,052985897
A30839706,6,052617891
A30839706,5,052985782
A30839706,5,056850215
A30839706,6,052985782
A30839706,6,052985897
A30839706,5,052617919
A30839706,9,052985897
A30839646,6,074693886
A30839646,7,074693886
A30839646,9,074693886
A30839646,5,074693886
R30834506,12,071198291
R30834506,13,071198291
R30834507,12,071226040
R30834507,13,071226040
R30834507,12,071226040-001
R30834507,13,071226040-001
R30834508,13,071198360
R30834508,12,071198360
R30834508,13,071198360-001
R30834508,12,071198360-001
R30834509,13,071206559
R30834509,12,071206559
R30834509,13,071206559-001
R30834509,12,071206559-001
R30834510,12,074014107
R30834510,13,074014107
R30834511,12,064563998
R30834511,13,064563998
R30834512,12,064563595
R30834512,13,064563595
R30834513,12,073324335
R30834513,13,073324335
R30834514,12,073324329
R30834514,13,073324329
R30834515,12,071143523
R30834515,13,071143523
R30834516,12,071143569
R30834516,13,071143569
R30834517,12,071143460
R30834517,13,071143460
R30834518,12,070808724
R30834518,13,070808724
R30834519,12,070809504
R30834519,13,070809504
R30834520,12,070811685
R30834520,13,070811685
R30834521,12,070809222
R30834521,13,070809222
R30834522,12,070809245
R30834522,13,070809245
R30834523,12,064565817
R30834523,13,064565817
R30834524,12,064563848
R30834524,13,064563848
R30834525,12,066993186
R30834525,13,066993186
R30834526,12,066992861
R30834526,13,066992861
R30834527,12,072171712
R30834527,13,072171712
R30834528,12,067139460
R30834528,13,067139460
R30834529,12,067139496
R30834529,13,067139496
R30834530,12,056997068
R30834530,12,056997068-001
R30834530,13,056997068-001
R30834530,13,056997068
R30831925,13,073267483
R30831925,12,073267483
A30840028,7,072022671
A30840028,9,072022671
A30840028,5,072022671
A30840028,6,072022671
A30840029,7,072418376
A30840029,9,072418376
A30840029,5,072418376
A30840029,6,072418376
A30840030,7,072418416
A30840030,9,072418416
A30840030,5,072418416
A30840030,6,072418416
A30840031,7,066021796
A30840031,9,066021796
A30840031,5,066021796
A30840031,6,066021796
A30840032,7,070722272
A30840032,9,070722272
A30840032,5,070722272
A30840032,6,070722272
A30840033,7,070722289
A30840033,9,070722289
A30840033,5,070722289
A30840033,6,070722289
A30840034,7,070722312
A30840034,9,070722312
A30840034,5,070722312
A30840034,6,070722312
A30840035,7,070722358
A30840035,9,070722358
A30840035,5,070722358
A30840035,6,070722358
A30840036,7,073374344
A30840036,9,073374344
A30840036,5,073374344
A30840036,6,073374344
A30840037,7,073374373
A30840037,9,073374373
A30840037,5,073374373
A30840037,6,073374373
A30840038,7,073374407
A30840038,9,073374407
A30840038,5,073374407
A30840038,6,073374407
A30840039,7,073374459
A30840039,9,073374459
A30840039,5,073374459
A30840039,6,073374459
A30840040,7,073374488
A30840040,9,073374488
A30840040,5,073374488
A30840040,6,073374488
A30840041,7,073374505
A30840041,9,073374505
A30840041,5,073374505
A30840041,6,073374505
A30840042,7,065108108
A30840042,9,065108108
A30840042,5,065108108
A30840042,6,065108108
A30840043,7,065108264
A30840043,9,065108264
A30840043,5,065108264
A30840043,6,065108264
A30840044,7,065108287
A30840044,9,065108287
A30840044,5,065108287
A30840044,6,065108287
A30840045,7,071692448
A30840045,9,071692448
A30840045,5,071692448
A30840045,6,071692448
A30840046,7,071692483
A30840046,9,071692483
A30840046,5,071692483
A30840046,6,071692483
A30840047,7,072023422
A30840047,9,072023422
A30840047,5,072023422
A30840047,6,072023422
A30840048,5,070587742
A30840048,7,070587742
A30840048,9,070587742
A30840048,6,070587742
A30840049,6,070631638
A30840049,9,070631638
A30840049,5,070631638
A30840049,7,070631638
A30840050,6,067464051
A30840050,9,067464051
A30840050,5,067464051
A30840050,7,067464051
A30840051,6,067464483
A30840051,9,067464483
A30840051,5,067464483
A30840051,7,067464483
A30840052,6,067464742
A30840052,9,067464742
A30840052,5,067464742
A30840052,7,067464742
A30840053,6,074068849
A30840053,9,074068849
A30840053,5,074068849
A30840053,7,074068849
A30840054,9,074068855
A30840054,5,074068855
A30840054,6,074068855
A30840054,7,074068855
A30840055,9,074068861
A30840055,5,074068861
A30840055,6,074068861
A30840055,7,074068861
A30840056,9,074068878
A30840056,5,074068878
A30840056,6,074068878
A30840056,7,074068878
A30840057,9,074717514
A30840057,5,074717514
A30840057,6,074717514
A30840057,7,074717514
A30842626,7,073386969
A30842626,9,073386969
A30842626,5,073386969
A30842626,6,073386969
A30842627,9,073387006
A30842627,5,073387006
A30842627,6,073387006
A30842627,7,073387006
A30842628,6,072203307
A30842628,7,072203307
A30842628,9,072203307
A30842628,5,072203307
A30842629,6,066495349
A30842629,7,066495349
A30842629,9,066495349
A30842629,5,066495349
A30842630,6,065982650
A30842630,7,065982650
A30842630,9,065982650
A30842630,5,065982650
A30842631,6,065982765
A30842631,7,065982765
A30842631,9,065982765
A30842631,5,065982765
A30842632,6,067453450
A30842632,7,067453450
A30842632,9,067453450
A30842632,5,067453450
A30842633,6,073922376
A30842633,7,073922376
A30842633,9,073922376
A30842633,5,073922376
A30842634,6,073922399
A30842634,7,073922399
